1,0.666667,0.999526
25,0.00000,0.00000
50,0.00000,0.00000
75,0.00000,0.00000
100,0.00000,0.00000
125,0.00000,0.00000
150,0.00000,0.00000
175,0.00000,0.00000
200,0.00000,0.00000
