ÉZÉìÉTî‘çÜ,pos,neg,pos+neg
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,102,102
7,0,97,97
8,0,75,75
9,457,1631,2088
10,498,1270,1768
11,2100,22222,24322
12,256,576,832
13,775,6481,7256
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
ëçòa,4086,32454,,0.88818
ëçòa(àÍì˙ìñÇΩÇË),194,1545,,0.88818
